Date,TGMV,plan
2023-11-06,56342734.53,56342734.53
2023-11-07,58200635.09,58200635.09
2023-11-08,56377722.69,56377722.69
2023-11-09,54801568.06,54801568.06
2023-11-10,51125080.73,51125080.73
2023-11-11,49453058.84,49453058.84
2023-11-12,55150495.36,55150495.36
2023-11-13,65423261.46,65423261.46
2023-11-14,67997046.92,67997046.92
2023-11-15,71492363.64,71492363.64
2023-11-16,88176708.08,88176708.08
2023-11-17,142404340.35,142404340.35
2023-11-18,120964860.75,120964860.75
2023-11-19,121595941.76,121595941.76
2023-11-20,150245763.43,150245763.43
2023-11-21,88875387.71,88875387.71
2023-11-22,66792882.53,66792882.53
2023-11-23,66107148.96,66107148.96
2023-11-24,78334102.1,78334102.1
2023-11-25,72148494.76,72148494.76
2023-11-26,75210506.06,75210506.06
2023-11-27,88635650.06,88635650.06
2023-11-28,74809250.87,74809250.87
2023-11-29,73437805.81,73437805.81
2023-11-30,72279946.84,72279946.84
2023-12-01,75948919.59,75948919.59
2023-12-02,67473133.16,67473133.16
2023-12-03,74368946.35,74368946.35
2023-12-04,90523754.42,90523754.42
2023-12-05,90092552.29,90092552.29
2023-12-06,95574477.95,95574477.95
2023-12-07,96842786.42,96842786.42
2023-12-08,91460119.12,91460119.12
2023-12-09,84904863.71,84904863.71
2023-12-10,92761754.67,92761754.67
2023-12-11,111510166.03,111510166.03
2023-12-12,112770497.6,112770497.6
2023-12-13,110350969.81,110350969.81
2023-12-14,114616654.0,114616654.0
2023-12-15,110865425.4,110865425.4
2023-12-16,114314914.96,114314914.96
2023-12-17,119422655.17,119422655.17
2023-12-18,143929211.48,143929211.48
2023-12-19,147292731.16,147292731.16
2023-12-20,129249521.72,129249521.72
2023-12-21,98444545.34,98444545.34
2023-12-22,74615237.91,74615237.91
2023-12-23,57006671.35,57006671.35
2023-12-24,45375509.66,45375509.66
2023-12-25,48524224.76,48524224.76
2023-12-26,75381434.71,75381434.71
2023-12-27,79682593.28,79682593.28
2023-12-28,72916895.76,72916895.76
2023-12-29,61085583.64,61085583.64
2023-12-30,46854570.43,46854570.43
2023-12-31,37353164.69,37353164.69
2024-01-01,35343404.93,35343404.93
2024-01-02,64473690.54,64473690.54
2024-01-03,69244185.61,69244185.61
2024-01-04,63672059.21,63672059.21
2024-01-05,57511449.32,57511449.32
2024-01-06,51262403.37,51262403.37
2024-01-07,52554582.02,52554582.02
2024-01-08,58072541.95,58072541.95
2024-01-09,57230179.02,57230179.02
2024-01-10,58529334.36,58529334.36
2024-01-11,58845294.13,58845294.13
2024-01-12,56107442.95,56107442.95
2024-01-13,51185001.39,51185001.39
2024-01-14,51204889.8,51204889.8
2024-01-15,61082065.13,61082065.13
2024-01-16,61226369.53,61226369.53
2024-01-17,61225353.44,61225353.44
2024-01-18,57226274.8,57226274.8
2024-01-19,51751630.17,51751630.17
2024-01-20,48110841.48,48110841.48
2024-01-21,50604471.72,50604471.72
2024-01-22,55952116.02,55952116.02
2024-01-23,55977545.86,55977545.86
2024-01-24,53929283.46,53929283.46
2024-01-25,51233125.51,51233125.51
2024-01-26,48434562.52,48434562.52
2024-01-27,45120366.59,45120366.59
2024-01-28,48452044.23,48452044.23
2024-01-29,55881733.42,55881733.42
2024-01-30,56744015.54,56744015.54
2024-01-31,58306146.94,58306146.94
2024-02-01,58312379.68,58312379.68
2024-02-02,52351541.89,52351541.89
2024-02-03,47827753.44,47827753.44
2024-02-04,47895928.18,47895928.18
2024-02-05,56794381.98,56794381.98
2024-02-06,59576819.31,59576819.31
2024-02-07,63392742.57,63392742.57
2024-02-08,63941615.53,63941615.53
2024-02-09,60552136.5,60552136.5
2024-02-10,55506188.6,55506188.6
2024-02-11,57768513.8,57768513.8
2024-02-12,70204150.41,70204150.41
2024-02-13,62630995.88,62630995.88
2024-02-14,51094145.29,51094145.29
2024-02-15,53301858.27,53301858.27
2024-02-16,51673831.83,51673831.83
2024-02-17,48957768.47,48957768.47
2024-02-18,50791600.21,50791600.21
2024-02-19,54484320.62,54484320.62
2024-02-20,52746811.77,52746811.77
2024-02-21,52266137.71,52266137.71
2024-02-22,49935777.02,49935777.02
2024-02-23,45169949.7,45169949.7
2024-02-24,43203696.17,43203696.17
2024-02-25,43511671.1,43511671.1
2024-02-26,50868793.43,50868793.43
2024-02-27,51031123.94,51031123.94
2024-02-28,52879388.66,52879388.66
2024-02-29,52184066.68,52184066.68
2024-03-01,50729361.05,50729361.05
2024-03-02,48446111.79,48446111.79
2024-03-03,49600612.78,49600612.78
2024-03-04,54344919.87,54344919.87
2024-03-05,55020658.58,55020658.58
2024-03-06,55220602.04,55220602.04
2024-03-07,53167020.36,53167020.36
2024-03-08,48379398.56,48379398.56
2024-03-09,44387740.89,44387740.89
2024-03-10,48023164.43,48023164.43
2024-03-11,53808465.35,53808465.35
2024-03-12,54658673.85,54658673.85
2024-03-13,54251895.78,54251895.78
2024-03-14,52049080.89,52049080.89
2024-03-15,50490997.74,50490997.74
2024-03-16,45794657.83,45794657.83
2024-03-17,45281551.97,45281551.97
2024-03-18,53639324.59,53639324.59
2024-03-19,55971679.11,55971679.11
2024-03-20,49834438.75,49834438.75
2024-03-21,48408392.18,48408392.18
2024-03-22,44360664.04,44360664.04
2024-03-23,42749291.84,42749291.84
2024-03-24,44684626.34,44684626.34
2024-03-25,49293871.21,49293871.21
2024-03-26,47290093.34,47290093.34
2024-03-27,48206092.97,48206092.97
2024-03-28,44985662.32,44985662.32
2024-03-29,39987658.28,39987658.28
2024-03-30,36667067.37,36667067.37
2024-03-31,37882870.07,37882870.07
2024-04-01,48225203.85,48225203.85
2024-04-02,49834209.0,49834209.0
2024-04-03,49482697.25,49482697.25
2024-04-04,47870916.3,47870916.3
2024-04-05,45347790.26,45347790.26
2024-04-06,42325713.78,42325713.78
2024-04-07,44265871.47,44265871.47
2024-04-08,48015571.4,48015571.4
2024-04-09,50055871.96,50055871.96
2024-04-10,50250417.76,50250417.76
2024-04-11,50931988.62,50931988.62
2024-04-12,48057679.9,48057679.9
2024-04-13,45484521.46,45484521.46
2024-04-14,47500166.78,47500166.78
2024-04-15,55746774.74,55746774.74
2024-04-16,60343256.8,60343256.8
2024-04-17,56588698.21,56588698.21
2024-04-18,53812121.29,53812121.29
2024-04-19,48589539.32,48589539.32
2024-04-20,43548325.98,43548325.98
2024-04-21,46531811.15,46531811.15
2024-04-22,55654017.41,55654017.41
2024-04-23,56398951.32,56398951.32
2024-04-24,54212466.05,54212466.05
2024-04-25,51307626.83,51307626.83
2024-04-26,47963611.49,47963611.49
2024-04-27,44057166.27,44057166.27
2024-04-28,46126852.52,46126852.52
2024-04-29,55391072.92,55391072.92
2024-04-30,52673821.74,52673821.74
2024-05-01,60391785.21,60391785.21
2024-05-02,59395037.73,59395037.73
2024-05-03,56288955.27,56288955.27
2024-05-04,51479060.41,51479060.41
2024-05-05,54873232.04,54873232.04
2024-05-06,74044155.82,74044155.82
2024-05-07,77119892.25,77119892.25
2024-05-08,74827601.56,74827601.56
2024-05-09,66622741.93,66622741.93
2024-05-10,54308754.66,54308754.66
2024-05-11,48126393.89,48126393.89
2024-05-12,48719253.54,48719253.54
2024-05-13,54866570.66,54866570.66
2024-05-14,70145640.73,70145640.73
2024-05-15,129516945.65,129516945.65
2024-05-16,106866913.63,106866913.63
2024-05-17,87659540.96,87659540.96
2024-05-18,78678431.79,78678431.79
2024-05-19,80967638.51,80967638.51
2024-05-20,82133507.71,82133507.71
2024-05-21,80802171.47,80802171.47
2024-05-22,80355295.18,80355295.18
2024-05-23,89829068.71,89829068.71
2024-05-24,61583048.52,61583048.52
2024-05-25,42355134.95,42355134.95
2024-05-26,43181755.31,43181755.31
2024-05-27,49002179.78,49002179.78
2024-05-28,53119396.07,53119396.07
2024-05-29,53029272.5,53029272.5
2024-05-30,53294699.65,53294699.65
2024-05-31,51038271.07,51038271.07
2024-06-01,47485530.71,47485530.71
2024-06-02,46176769.59,46176769.59
2024-06-03,54353252.63,54353252.63
2024-06-04,60366725.29,60366725.29
2024-06-05,60316730.03,60316730.03
2024-06-06,59932448.37,59932448.37
2024-06-07,55984170.74,55984170.74
2024-06-08,52184135.57,52184135.57
2024-06-09,56317218.61,56317218.61
2024-06-10,69260318.03,69260318.03
2024-06-11,73928946.24,73928946.24
2024-06-12,76009982.9,76009982.9
2024-06-13,74562446.33,74562446.33
2024-06-14,71281692.38,71281692.38
2024-06-15,60907683.91,60907683.91
2024-06-16,58763582.79,58763582.79
2024-06-17,61621822.82,61621822.82
2024-06-18,61267066.16,61267066.16
2024-06-19,59028123.23,59028123.23
2024-06-20,58500297.44,58500297.44
2024-06-21,54798925.36,54798925.36
2024-06-22,50404810.09,50404810.09
2024-06-23,53777117.0,53777117.0
2024-06-24,61229584.42,61229584.42
2024-06-25,57402409.3,57402409.3
2024-06-26,61671689.69,61671689.69
2024-06-27,58675786.37,58675786.37
2024-06-28,58106309.74,58106309.74
2024-06-29,58965195.84,58965195.84
2024-06-30,60707040.64,60707040.64
2024-07-01,71080051.88,71080051.88
2024-07-02,71440801.22,71440801.22
2024-07-03,66198485.73,66198485.73
2024-07-04,62576817.78,62576817.78
2024-07-05,57534208.68,57534208.68
2024-07-06,55085069.99,55085069.99
2024-07-07,60333968.88,60333968.88
2024-07-08,66105699.08,66105699.08
2024-07-09,65355106.03,65355106.03
2024-07-10,64822383.88,64822383.88
2024-07-11,62905373.51,62905373.51
2024-07-12,58939586.43,58939586.43
2024-07-13,53042422.73,53042422.73
2024-07-14,56123984.31,56123984.31
2024-07-15,73555212.46,73555212.46
2024-07-16,79176187.33,79176187.33
2024-07-17,77824864.03,77824864.03
2024-07-18,72987911.8,72987911.8
2024-07-19,64833498.87,64833498.87
2024-07-20,57756227.59,57756227.59
2024-07-21,64734436.65,64734436.65
2024-07-22,68011382.74,68011382.74
2024-07-23,65861416.89,65861416.89
2024-07-24,61912543.17,61912543.17
2024-07-25,56520820.72,56520820.72
2024-07-26,52766812.39,52766812.39
2024-07-27,47130663.99,47130663.99
2024-07-28,50267831.75,50267831.75
2024-07-29,59018931.21,59018931.21
2024-07-30,63596429.34,63596429.34
2024-07-31,65153470.29,65153470.29
2024-08-01,65041115.97,65041115.97
2024-08-02,59833742.36,59833742.36
2024-08-03,52855105.75,52855105.75
2024-08-04,54863645.49,54863645.49
2024-08-05,64247688.67,64247688.67
2024-08-06,66988752.69,66988752.69
2024-08-07,68814313.34,68814313.34
2024-08-08,65155262.71,65155262.71
2024-08-09,60148967.63,60148967.63
2024-08-10,56061222.81,56061222.81
2024-08-11,59783092.88,59783092.88
2024-08-12,68895185.93,68895185.93
2024-08-13,71287671.42,71287671.42
2024-08-14,73956290.93,73956290.93
2024-08-15,74475288.22,74475288.22
2024-08-16,68525267.26,68525267.26
2024-08-17,62392279.56,62392279.56
2024-08-18,66727951.34,66727951.34
2024-08-19,74887370.13,74887370.13
2024-08-20,76283323.82,76283323.82
2024-08-21,74939265.44,74939265.44
2024-08-22,70117103.75,70117103.75
2024-08-23,65464637.11,65464637.11
2024-08-24,56776176.96,56776176.96
2024-08-25,56296165.86,56296165.86
2024-08-26,57444159.84,57444159.84
2024-08-27,57292384.52,57292384.52
2024-08-28,57254275.84,57254275.84
2024-08-29,56160351.53,56160351.53
2024-08-30,52807554.17,52807554.17
2024-08-31,51834734.43,51834734.43
2024-09-01,55964687.3,55964687.3
2024-09-02,59339706.91,59339706.91
2024-09-03,61403214.19,61403214.19
2024-09-04,61822777.84,61822777.84
2024-09-05,60472135.24,60472135.24
2024-09-06,56346569.31,56346569.31
2024-09-07,53815048.88,53815048.88
2024-09-08,57754703.54,57754703.54
2024-09-09,62050301.43,62050301.43
2024-09-10,62777441.72,62777441.72
2024-09-11,58240147.53,58240147.53
2024-09-12,55306179.3,55306179.3
2024-09-13,52160548.87,52160548.87
2024-09-14,48582891.37,48582891.37
2024-09-15,46227486.01,46227486.01
2024-09-16,53517047.66,53517047.66
2024-09-17,58537113.31,58537113.31
2024-09-18,57938809.29,57938809.29
2024-09-19,57385111.48,57385111.48
2024-09-20,50725200.11,50725200.11
2024-09-21,47355411.18,47355411.18
2024-09-22,52343775.65,52343775.65
2024-09-23,57831212.18,57831212.18
2024-09-24,57967714.07,57967714.07
2024-09-25,55658649.12,55658649.12
2024-09-26,51550515.7,51550515.7
2024-09-27,51431796.84,51431796.84
2024-09-28,49414718.61,49414718.61
2024-09-29,52802294.81,52802294.81
2024-09-30,56596161.67,56596161.67
2024-10-01,64678063.15,64678063.15
2024-10-02,62246222.89,62246222.89
2024-10-03,56855798.2,56855798.2
2024-10-04,54127381.4,54127381.4
2024-10-05,51321697.33,51321697.33
2024-10-06,56257245.73,56257245.73
2024-10-07,62910214.29,62910214.29
2024-10-08,63237530.97,63237530.97
2024-10-09,62192596.05,62192596.05
2024-10-10,59144969.1,59144969.1
2024-10-11,56444519.63,56444519.63
2024-10-12,55422588.31,55422588.31
2024-10-13,57508094.3,57508094.3
2024-10-14,67888191.77,67888191.77
2024-10-15,69408469.9,69408469.9
2024-10-16,70612360.81,70612360.81
2024-10-17,66236344.99,66236344.99
2024-10-18,60009358.43,60009358.43
2024-10-19,55059065.99,55059065.99
2024-10-20,61057079.64,61057079.64
2024-10-21,69157812.97,69157812.97
2024-10-22,67705782.93,67705782.93
2024-10-23,66379083.47,66379083.47
2024-10-24,61038180.77,61038180.77
2024-10-25,54933371.27,54933371.27
2024-10-26,50848631.98,50848631.98
2024-10-27,54032152.5,54032152.5
2024-10-28,59565309.52,59565309.52
2024-10-29,60401031.65,60401031.65
2024-10-30,57554516.36,57554516.36
2024-10-31,51745820.68,51745820.68
2024-11-01,52141894.41,52141894.41
2024-11-02,50047915.02,50047915.02
2024-11-03,54729217.7,54729217.7
2024-11-04,65166056.85,65166056.85
2024-11-05,66924239.93,66924239.93
2024-11-06,69240590.4,69240590.4
2024-11-07,65843011.92,65843011.92
2024-11-08,63897621.36,63897621.36
2024-11-09,58934409.06,58934409.06
2024-11-10,61682790.31,61682790.31
2024-11-11,71937811.65,71937811.65
2024-11-12,74193861.9,74193861.9
2024-11-13,77390300.96,77390300.96
2024-11-14,90467027.58,90467027.58
2024-11-15,189839453.37,189839453.37
2024-11-16,179720262.85,179720262.85
2024-11-17,181701147.56,181701147.56
2024-11-18,202243464.43,202243464.43
2024-11-19,107658284.35,107658284.35
2024-11-20,70890682.21,70890682.21
2024-11-21,65498391.74,65498391.74
2024-11-22,61694328.69,61694328.69
2024-11-23,60906473.6,60906473.6
2024-11-24,66450525.86,66450525.86
2024-11-25,78598533.6,78598533.6
2024-11-26,79682051.62,79682051.62
2024-11-27,82701003.92,82701003.92
2024-11-28,86723316.88,86723316.88
2024-11-29,117677518.7,117677518.7
2024-11-30,109537644.77,109537644.77
2024-12-01,110727711.2,110727711.2
2024-12-02,136568875.26,136568875.26
2024-12-03,116406430.63,116406430.63
2024-12-04,99593572.56,99593572.56
2024-12-05,98228105.69,98228105.69
2024-12-06,104489729.31,104489729.31
2024-12-07,104685157.24,104685157.24
2024-12-08,110119274.28,110119274.28
2024-12-09,132694229.19,132694229.19
2024-12-10,132002193.58,132002193.58
2024-12-11,137341936.88,137341936.88
2024-12-12,129065106.19,129065106.19
2024-12-13,128110889.08,128110889.08
2024-12-14,126704177.2,126704177.2
2024-12-15,136926302.77,136926302.77
2024-12-16,161152237.82,161152237.82
2024-12-17,158360430.65,158360430.65
2024-12-18,153240692.42,153240692.42
2024-12-19,151590206.4,151590206.4
2024-12-20,128856012.22,128856012.22
2024-12-21,102631789.1,102631789.1
2024-12-22,94466536.24,94466536.24
2024-12-23,79005050.01,79005050.01
2024-12-24,60715506.38,60715506.38
2024-12-25,60773191.11,60773191.11
2024-12-26,83856207.42,83856207.42
2024-12-27,80323010.59,80323010.59
2024-12-28,70868583.54,70868583.54
2024-12-29,63407108.54,63407108.54
2024-12-30,59799604.73,59799604.73
2024-12-31,47819664.82,47819664.82
2025-01-01,40950926.66,40950926.66
2025-01-02,73624576.53,73624576.53
2025-01-03,73805767.07,73805767.07
2025-01-04,66514161.95,66514161.95
2025-01-05,61578741.44,61578741.44
2025-01-06,70083512.5,70083512.5
2025-01-07,68989582.78,68989582.78
2025-01-08,70457317.35,70457317.35
2025-01-09,67488051.71,67488051.71
2025-01-10,65999083.9,65999083.9
2025-01-11,64281049.04,64281049.04
2025-01-12,65401705.44,65401705.44
2025-01-13,72902630.66,72902630.66
2025-01-14,73900208.44,73900208.44
2025-01-15,80432753.75,80432753.75
2025-01-16,76528988.4,76528988.4
2025-01-17,68095568.92,68095568.92
2025-01-18,60643982.12,60643982.12
2025-01-19,62580632.17,62580632.17
2025-01-20,66964959.15,66964959.15
2025-01-21,67668016.33,67668016.33
2025-01-22,66449654.94,66449654.94
2025-01-23,64737604.44,64737604.44
2025-01-24,60629117.65,60629117.65
2025-01-25,56213495.98,56213495.98
2025-01-26,57527394.04,57527394.04
2025-01-27,62677948.03,62677948.03
2025-01-28,64472130.83,64472130.83
2025-01-29,65275654.88,65275654.88
2025-01-30,63278700.04,63278700.04
2025-01-31,58770829.4,58770829.4
2025-02-01,58985041.79,58985041.79
2025-02-02,58444608.9,58444608.9
2025-02-03,65200116.7,65200116.7
2025-02-04,66604762.75,66604762.75
2025-02-05,69475624.13,69475624.13
2025-02-06,71246141.97,71246141.97
2025-02-07,69362943.37,69362943.37
2025-02-08,66872043.53,66872043.53
2025-02-09,70542397.23,70542397.23
2025-02-10,87252988.61,87252988.61
2025-02-11,89673412.28,89673412.28
2025-02-12,87978101.42,87978101.42
2025-02-13,74043495.99,74043495.99
2025-02-14,58297057.67,58297057.67
2025-02-15,56594249.78,56594249.78
2025-02-16,61724489.98,61724489.98
2025-02-17,67055678.24,67055678.24
2025-02-18,65301582.56,65301582.56
2025-02-19,64061261.69,64061261.69
2025-02-20,60726738.93,60726738.93
2025-02-21,56032679.98,56032679.98
2025-02-22,51534447.29,51534447.29
2025-02-23,54102429.65,54102429.65
2025-02-24,59144529.25,59144529.25
2025-02-25,58208194.54,58208194.54
2025-02-26,58925666.84,58925666.84
2025-02-27,58925566.52,58925566.52
2025-02-28,56426517.13,56426517.13
2025-03-01,55107212.53,55107212.53
2025-03-02,58556847.89,58556847.89
2025-03-03,63913556.54,63913556.54
2025-03-04,62739934.59,62739934.59
2025-03-05,61012868.38,61012868.38
2025-03-06,62713129.25,62713129.25
2025-03-07,59555493.51,59555493.51
2025-03-08,54234489.39,54234489.39
2025-03-09,57647171.22,57647171.22
2025-03-10,65225704.13,65225704.13
2025-03-11,64386285.7,64386285.7
2025-03-12,64296060.5,64296060.5
2025-03-13,62178128.55,62178128.55
2025-03-14,59365286.69,59365286.69
2025-03-15,56760497.06,56760497.06
2025-03-16,58236541.64,58236541.64
2025-03-17,65492480.98,65492480.98
2025-03-18,63356414.7,63356414.7
2025-03-19,61043443.47,61043443.47
2025-03-20,58131708.55,58131708.55
2025-03-21,52950429.25,52950429.25
2025-03-22,51518987.51,51518987.51
2025-03-23,55629124.76,55629124.76
2025-03-24,62619970.92,62619970.92
2025-03-25,61665432.33,61665432.33
2025-03-26,62182385.12,62182385.12
2025-03-27,59904820.28,59904820.28
2025-03-28,57916929.3,57916929.3
2025-03-29,55704747.64,55704747.64
2025-03-30,56827180.16,56827180.16
2025-03-31,64323804.01,64323804.01
2025-04-01,68516583.52,68516583.52
2025-04-02,69673639.97,69673639.97
2025-04-03,64296707.94,64296707.94
2025-04-04,62412474.55,62412474.55
2025-04-05,58631352.87,58631352.87
2025-04-06,61584903.39,61584903.39
2025-04-07,68958980.63,68958980.63
2025-04-08,68088112.76,68088112.76
2025-04-09,64865688.91,64865688.91
2025-04-10,64683529.54,64683529.54
2025-04-11,60201305.92,60201305.92
2025-04-12,57284292.21,57284292.21
2025-04-13,58181689.17,58181689.17
2025-04-14,68556709.32,68556709.32
2025-04-15,70953990.17,70953990.17
2025-04-16,66872997.47,66872997.47
2025-04-17,61246154.56,61246154.56
2025-04-18,54723707.91,54723707.91
2025-04-19,48757981.98,48757981.98
2025-04-20,49983432.65,49983432.65
2025-04-21,62719120.92,62719120.92
2025-04-22,68897855.6,68897855.6
2025-04-23,68226032.04,68226032.04
2025-04-24,66711122.11,66711122.11
2025-04-25,61950840.9,61950840.9
2025-04-26,55506282.98,55506282.98
2025-04-27,58753771.28,58753771.28
2025-04-28,68183656.52,68183656.52
2025-04-29,67574778.46,67574778.46
2025-04-30,63041116.8,63041116.8
2025-05-01,69429522.35,69429522.35
2025-05-02,67724636.57,67724636.57
2025-05-03,61285989.26,61285989.26
2025-05-04,65669669.53,65669669.53
2025-05-05,82201236.62,82201236.62
2025-05-06,86992220.15,86992220.15
2025-05-07,89585451.41,89585451.41
2025-05-08,87056744.58,87056744.58
2025-05-09,78340499.91,78340499.91
2025-05-10,61882694.06,61882694.06
2025-05-11,63071900.94,63071900.94
2025-05-12,72256193.47,72256193.47
2025-05-13,74818233.97,74818233.97
2025-05-14,75485740.17,75485740.17
2025-05-15,76917394.89,76917394.89
2025-05-16,72707122.93,72707122.93
2025-05-17,64358075.13,64358075.13
2025-05-18,66331796.1,66331796.1
2025-05-19,79063615.14,79063615.14
2025-05-20,78780508.56,78780508.56
2025-05-21,77144098.46,77144098.46
2025-05-22,73916484.99,73916484.99
2025-05-23,68717103.64,68717103.64
2025-05-24,62504787.12,62504787.12
2025-05-25,76249376.9,76249376.9
2025-05-26,148122360.6,148122360.6
2025-05-27,144060935.6,144060935.6
2025-05-28,146468477.57,146468477.57
2025-05-29,130176530.39,130176530.39
2025-05-30,119556526.48,119556526.48
2025-05-31,104893155.65,104893155.65
2025-06-01,110097768.07,110097768.07
2025-06-02,118158261.67,118158261.67
2025-06-03,130405821.46,130405821.46
2025-06-04,99623910.17,99623910.17
2025-06-05,74840157.91,74840157.91
2025-06-06,70253487.93,70253487.93
2025-06-07,66012941.83,66012941.83
2025-06-08,67837386.06,67837386.06
2025-06-09,84145553.93,84145553.93
2025-06-10,89920338.01,89920338.01
2025-06-11,96246464.17,96246464.17
2025-06-12,96339162.87,96339162.87
2025-06-13,95382129.59,95382129.59
2025-06-14,79727250.45,79727250.45
2025-06-15,73958791.49,73958791.49
2025-06-16,80471401.34,80471401.34
2025-06-17,80758180.81,80758180.81
2025-06-18,76601693.73,76601693.73
2025-06-19,72962628.24,72962628.24
2025-06-20,70931000.38,70931000.38
2025-06-21,65213666.67,65213666.67
2025-06-22,70825361.44,70825361.44
2025-06-23,79436587.67,79436587.67
2025-06-24,77817836.42,77817836.42
2025-06-25,75876411.84,75876411.84
2025-06-26,73843761.9,73843761.9
2025-06-27,69458477.97,69458477.97
2025-06-28,65199103.06,65199103.06
2025-06-29,68110361.49,68110361.49
2025-06-30,80799609.79,80799609.79
2025-07-01,86329386.17,86329386.17
2025-07-02,83493127.92,83493127.92
2025-07-03,79962269.32,79962269.32
2025-07-04,72973421.07,72973421.07
2025-07-05,65819663.73,65819663.73
2025-07-06,73031802.99,73031802.99
2025-07-07,88691721.28,88691721.28
2025-07-08,84848677.33,84848677.33
2025-07-09,79285705.39,79285705.39
2025-07-10,75573396.87,75573396.87
2025-07-11,73144279.82,73144279.82
2025-07-12,67658229.74,67658229.74
2025-07-13,69443050.55,69443050.55
2025-07-14,86176835.7,86176835.7
2025-07-15,99900323.07,99900323.07
2025-07-16,100801734.63,100801734.63
2025-07-17,90289853.07,90289853.07
2025-07-18,82778360.65,82778360.65
2025-07-19,72769473.04,72769473.04
2025-07-20,77027165.27,77027165.27
2025-07-21,90917100.79,90917100.79
2025-07-22,82753974.21,82753974.21
2025-07-23,78043688.46,78043688.46
2025-07-24,72578346.63,72578346.63
2025-07-25,66164287.24,66164287.24
2025-07-26,60995035.22,60995035.22
2025-07-27,63623463.56,63623463.56
2025-07-28,77707961.17,77707961.17
2025-07-29,78993643.35,78993643.35
2025-07-30,80579134.26,80579134.26
2025-07-31,83162324.3,83162324.3
2025-08-01,79192923.55,79192923.55
2025-08-02,70783744.98,70783744.98
2025-08-03,71410956.69,71410956.69
2025-08-04,81765780.07,81765780.07
2025-08-05,82310994.05,82310994.05
2025-08-06,84510916.59,84510916.59
2025-08-07,81808020.44,81808020.44
2025-08-08,81508849.87,81508849.87
2025-08-09,72688679.7,72688679.7
2025-08-10,74108630.52,74108630.52
2025-08-11,87535348.53,87535348.53
2025-08-12,87442208.33,87442208.33
2025-08-13,88733420.39,88733420.39
2025-08-14,89766590.58,89766590.58
2025-08-15,88801241.67,88801241.67
2025-08-16,82233579.25,82233579.25
2025-08-17,83481746.87,83481746.87
2025-08-18,93313291.03,93313291.03
2025-08-19,92624191.47,92624191.47
2025-08-20,91200503.66,91200503.66
2025-08-21,89146536.39,89146536.39
2025-08-22,83509108.41,83509108.41
2025-08-23,78038192.26,78038192.26
2025-08-24,84903036.91,84903036.91
2025-08-25,96518740.02,96518740.02
2025-08-26,97156403.13,97156403.13
2025-08-27,96337402.8,96337402.8
2025-08-28,93397774.93,93397774.93
2025-08-29,87996918.95,87996918.95
2025-08-30,82706844.37,82706844.37
2025-08-31,79373290.89,79373290.89
2025-09-01,83751907.57,83751907.57
2025-09-02,82532054.26,82532054.26
2025-09-03,79388352.1,79388352.1
2025-09-04,75971926.04,75971926.04
2025-09-05,69941989.64,69941989.64
2025-09-06,68639296.24,68639296.24
2025-09-07,72447234.56,72447234.56
2025-09-08,80108813.79,80108813.79
